source_name,source_link,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,country_name,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude,Date,Time,year,month
himachal.us,http://himachal.us/2010/09/22/heavy-rains-damage-roads-in-himachal-alert-sounded-in-kinnaur/22231/news/ravinder,25km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,6206.0,Rāmpur,20.66785,77.4153,31.4161,2010-09-19,00:00:00,2010,9
Indian Express,http://indianexpress.com/article/india/regional-india/landslide-hits-vaishnodevi-route-3-injured-yatra-suspended/,5km,rock_fall,downpour,small,above_road,0.0,3.0,,India,Kashmir,9106.0,Katra,2.12895,74.9426,33.0086,2014-09-04,00:00:00,2014,9
Samaya,http://odishasamaya.com/news/mudslide-killed-3-people-jk,25km,mudslide,snowfall_snowmelt,medium,unknown,1.0,0.0,,India,Kashmir,28197.0,Pūnch,17.07102,74.2453,33.6846,2015-03-15,18:00:00,2015,3
NDTV,http://www.ndtv.com/jammu-news/jammu-srinagar-highway-closed-due-to-landslide-1236267,5km,landslide,downpour,medium,above_road,0.0,0.0,,India,Kashmir,7317.0,Rāmban,7.61845,75.1982,33.3041,2015-10-25,00:00:00,2015,10
The Northlines,http://thenorthlines.com/readMore.aspx?nid=53913,250km,landslide,downpour,medium,unknown,0.0,0.0,,India,Kashmir,13838.0,Kargil,8.50099,76.0539,34.6056,2015-06-25,00:00:00,2015,6
Hindustantimes,http://www.hindustantimes.com/himachalpradesh/landslide-threat-looms-large-in-kangra-after-heavy-rain/article1-1370985.aspx,5km,landslide,monsoon,medium,above_road,0.0,0.0,,India,Himachal Pradesh,19540.0,Dharmsāla,2.19172,76.3226,32.2239,2015-07-18,00:00:00,2015,7
thenews,http://www.thenews.com.pk/TodaysPrintDetail.aspx?ID=29785&Cat=7&dt=2/7/2011,25km,landslide,downpour,medium,unknown,0.0,,,Pakistan,Punjab,25247.0,Murree,15.16843,73.3334,34.0347,2011-02-06,00:00:00,2011,2
Pamir Times,http://pamirtimes.net/2015/10/26/earthquake-aftermath-8-killed-20-plus-injured-in-gilgit-baltistan/,unknown,rock_fall,earthquake,unknown,above_road,4.0,1.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Dasu,6.05453,73.2242,35.2882,2015-10-26,00:00:00,2015,10
Times of India,http://timesofindia.indiatimes.com/city/chandigarh/Landslide-leaves-six-families-homeless-in-Kangra/articleshow/48302393.cms,1km,landslide,unknown,medium,deforested_slope,0.0,0.0,,India,Himachal Pradesh,19540.0,Dharmsāla,1.63449,76.3369,32.2237,2014-08-08,00:00:00,2014,8
tribune.com.pk,http://tribune.com.pk/story/586129/unprepared-for-the-expected-landslides-block-karakoram-highway/,unknown,landslide,monsoon,medium,unknown,,,,Pakistan,Gilgit-Baltistan,0.0,Chilas,19.95161,73.9015,35.4825,2013-08-03,09:00:00,2013,8
The Hindu,http://www.thehindu.com/news/cities/Delhi/labourer-killed-five-injured-in-basement-wall-collapse/article8030262.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication,5km,landslide,construction,small,natural_slope,1.0,5.0,,India,NCT,293908.0,Noida,5.01576,77.2791,28.5746,2015-12-24,10:00:00,2015,12
kashmirobserver,http://www.kashmirobserver.net/index.php?option=com_content&view=article&id=7442:downpour-disasters-kill-8-in-kashmir-scores-homeless&catid=15:top-news&Itemid=2,10km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,77276.0,Bāramūla,7.28703,74.2718,34.1802,2011-04-17,00:00:00,2011,4
ndtv,http://www.ndtv.com/article/cities/jammu-srinagar-national-highway-blocked-due-to-landslide-307089,25km,mudslide,rain,medium,unknown,,,,India,Kashmir,80447.0,Udhampur,3.503,75.1533,32.9522,2012-12-11,00:00:00,2012,12
Kashmir Reader,http://www.kashmirreader.com/landslide-block-srinagar-muzaffarabad-road-35785,25km,landslide,continuous_rain,medium,above_road,0.0,0.0,,India,Kashmir,77276.0,Bāramūla,2.01179,74.321,34.2092,2015-03-05,00:00:00,2015,3
dailyindia,http://www.dailyindia.com/show/332145.php,10km,landslide,rain,medium,unknown,,,,India,Himachal Pradesh,8341.0,Manāli,11.34343,77.2234,32.351,2009-09-03,00:00:00,2009,9
International The News,"http://www.thenews.com.pk/article-141623-Govt.-officer,-his-daughter-killed-in-Muzaffarabad-landslide#http://www.thenews.com.pk/article-141623-Govt.-officer,-his-daughter-killed-in-Muzaffarabad-landslide",1km,mudslide,unknown,medium,above_road,2.0,0.0,,Pakistan,Azad Kashmir,725000.0,Muzaffarābād,4.41898,73.4359,34.3427,2014-03-19,00:00:00,2014,3
News Nation,http://www.newsnation.in/article/65844-ghaziabad-mudslide-hindon-river-massive-traffic-jam-nh-24.html,1km,other,unknown,small,below_road,0.0,0.0,,India,Uttar Pradesh,1199191.0,Ghāziābād,5.0375,77.3957,28.6363,2015-01-05,09:00:00,2015,1
greaterkashmir,http://www.greaterkashmir.com/news/2011/Feb/17/highway-closed-again-66.asp,5km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,3278.0,Banihāl,9.75302,75.1774,33.3308,2011-02-16,18:00:00,2011,2
Daily Times,http://www.dailytimes.com.pk/national/05-Apr-2016/71-killed-in-rain-landslide-related-incidents,50km,landslide,continuous_rain,large,unknown,71.0,0.0,,Pakistan,Gilgit-Baltistan,0.0,Chilas,29.01135,73.8056,35.5063,2016-04-03,00:00:00,2016,4
google,http://www.google.com/hostednews/afp/article/ALeqM5hdEGSbayYx2_ZrREVecLhW0LWjVg?docId=CNG.5bd2fe3676dea1a5db897268609d309a.c1,10km,landslide,rain,medium,unknown,15.0,,,Pakistan,Azad Kashmir,0.0,Bāgh,16.6914,73.9339,33.908,2012-11-30,00:00:00,2012,11
overland-traveller,http://www.overland-traveller.com/?p=2676,5km,landslide,rain,medium,unknown,0.0,,,Pakistan,Gilgit-Baltistan,10414.0,Gilgit,28.30722,74.3001,36.1736,2010-09-07,00:00:00,2010,9
Geo Television Network,http://www.geo.tv/2-9-2010/58906.htm,25km,landslide,continuous_rain,medium,unknown,1.0,,,Pakistan,Punjab,25247.0,Murree,22.84466,73.4942,34.0952,2010-02-09,00:00:00,2010,2
Outlook News,http://www.outlookindia.com/news/article/5-Houses-Damaged-Due-to-Landslide-in-Kashmir/855886,50km,landslide,downpour,medium,unknown,0.0,0.0,,India,Kashmir,0.0,Athmuqam,32.5223,74.2493,34.5382,2014-08-17,18:00:00,2014,8
thaindian,http://www.thaindian.com/newsportal/uncategorized/a-dozen-feared-killed-in-himachal-pradesh-landslide_10028453.html,25km,landslide,snowfall_snowmelt,medium,unknown,25.0,,,India,Himachal Pradesh,8341.0,Manāli,3.43787,77.1613,32.2862,2008-03-17,00:00:00,2008,3
en.wikipedia,http://en.wikipedia.org/w/index.php?title=Special%3ASearch&search=koti+himachal+pradesh,25km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,7601.0,Dalhousie,16.7411,75.9568,32.7029,2010-08-26,00:00:00,2010,8
Greater Kashmir,http://www.greaterkashmir.com/news/pir-panjal/story/222073.html,25km,landslide,unknown,medium,above_road,0.0,0.0,,India,Kashmir,3857.0,Thanna Mandi,16.6328,74.5264,33.6296,2016-07-02,08:00:00,2016,7
himachal.us,http://himachal.us/2010/09/22/heavy-rains-damage-roads-in-himachal-alert-sounded-in-kinnaur/22231/news/ravinder,25km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,1701.0,Chaupāl,13.04565,77.4668,30.9009,2010-09-19,00:00:00,2010,9
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,1km,landslide,downpour,small,unknown,,,,India,Himachal Pradesh,5233.0,Jogindarnagar,0.40026,76.7907,31.9906,2013-07-06,00:00:00,2013,7
Express Tribune,http://tribune.com.pk/story/843516/grey-skies-ahead-strong-weather-to-stir-up-thunder-hailstorms-in-k-p/,10km,landslide,snowfall_snowmelt,medium,above_road,0.0,0.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Chitral,12.91922,71.7059,35.7497,2015-02-25,00:00:00,2015,2
Greater Kashmir,http://www.greaterkashmir.com/news/chenab-valley/landslide-hits-mud-house-in-bhaderwah-2-dead-3-injured/225063.html,25km,landslide,continuous_rain,medium,unknown,2.0,3.0,,India,Kashmir,13429.0,Bhadarwāh,2.09792,75.6953,32.9834,2016-08-07,00:00:00,2016,8
mrnewsbreaker,http://www.mrnewsbreaker.com/monsoon-rain-in-gilgit-baltistan-causes-landslides-kkh-closure-and-casualies/,unknown,landslide,downpour,medium,unknown,0.0,,,Pakistan,Gilgit-Baltistan,0.0,Īdgāh,1.06647,74.8595,35.3539,2010-08-20,00:00:00,2010,8
Big News Network,http://www.bignewsnetwork.com/index.php/sid/225991087,10km,landslide,continuous_rain,medium,unknown,3.0,0.0,,India,Kashmir,27792.0,Rājauri,19.15652,74.5128,33.3551,2014-09-06,00:00:00,2014,9
The News,http://www.thenews.com.pk/TodaysPrintDetail.aspx?ID=61180&Cat=6,10km,landslide,rain,large,natural_slope,1.0,,,Pakistan,Gilgit-Baltistan,10414.0,Gilgit,27.31647,76.31257094,35.31194721,2011-07-31,00:00:00,2011,7
AAJ News,http://aaj.tv/2015/07/flood-update-another-landslide-in-chitral-destroys-25-houses/,unknown,landslide,rain,medium,unknown,0.0,0.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Chitral,66.18983,72.4515,36.0972,2015-07-27,00:00:00,2015,7
www.business-standard.com,http://www.business-standard.com/article/pti-stories/heavy-rains-trigger-cloudburst-landslides-in-hp-113061200940_1.html,10km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,21502.0,Chamba,0.11669,76.1249,32.5552,2013-06-12,00:00:00,2013,6
www.hindustantimes.com,http://www.hindustantimes.com/India-news/HimachalPradesh/Landslides-bring-traffic-to-halt-in-Sirmaur/Article1-1077377.aspx,25km,landslide,rain,medium,unknown,0.0,,,India,Himachal Pradesh,21787.0,Pāonta Sāhib,15.11456,77.6521,30.5728,2013-06-16,00:00:00,2013,6
New Indian Express,http://www.newindianexpress.com/nation/Three-of-Family-Buried-Alive-in-Himachal-Landslide/2015/08/08/article2964115.ece,5km,landslide,downpour,medium,deforested_slope,3.0,0.0,,India,Himachal Pradesh,3944.0,Sarka Ghāt,11.71062,76.757,31.8028,2015-08-08,00:00:00,2015,8
nation,http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/Politics/04-Jun-2010/8-killed-10-injured-in-Skardu-landslide,unknown,landslide,downpour,medium,unknown,8.0,,,Pakistan,Gilgit-Baltistan,2100.0,Skārdu,2.10544,75.6414,35.3063,2010-06-04,00:00:00,2010,6
indiLeak,http://www.indileak.com/landslide-halts-amarnath-yatra-on-baltal-route/,5km,landslide,continuous_rain,medium,above_road,0.0,0.0,,India,Kashmir,7750.0,Pahalgām,32.29201,75.1495,34.2689,2015-07-21,00:00:00,2015,7
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,unknown,mudslide,rain,medium,unknown,,,,India,Himachal Pradesh,28217.0,Mandi,0.96241,76.936,31.703,2013-07-07,00:00:00,2013,7
Pakistan Today,http://www.pakistantoday.com.pk/2016/03/20/national/20-dead-as-rain-torrents-trigger-landslides-roof-collapses-in-kp-ajk/,50km,landslide,rain,small,natural_slope,2.0,0.0,,Pakistan,Azad Kashmir,0.0,Bāgh,5.64386,73.8369,33.9861,2016-03-20,00:00:00,2016,3
The Tribune,http://www.tribuneindia.com/news/himachal/woman-kids-die-in-theog-house-collapse/111662.html,5km,landslide,continuous_rain,small,above_road,0.0,0.0,,India,Himachal Pradesh,19831.0,Kulu,0.5484,77.1135,31.9563,2015-07-26,00:00:00,2015,7
beforeitsnews.com,http://beforeitsnews.com/weather/2013/04/mudslide-in-zojila-along-srinagar-kargil-road-claims-1-2440466.html,5km,mudslide,rain,medium,unknown,1.0,,,India,Kashmir,7750.0,Pahalgām,34.59631,75.4832,34.2946,2013-04-26,00:00:00,2013,4
greaterkashmir,http://www.greaterkashmir.com/news/2012/Jan/14/chaos-on-highway-as-traffic-resumes-31.asp,10km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,3278.0,Banihāl,0.62899,75.2045,33.4209,2012-01-13,08:00:00,2012,1
freepresskashmir.com,http://freepresskashmir.com/landslide-causes-long-traffic-jam-on-kashmir-highway-071107/,10km,landslide,unknown,small,unknown,,,,India,Kashmir,80447.0,Udhampur,9.07726,75.1915,32.9913,2013-08-07,00:00:00,2013,8
english.samaylive,http://english.samaylive.com/regional/uttarakhand/676471855.html,unknown,complex,downpour,medium,unknown,1.0,,,India,Haryana,20085.0,Nārāyangarh,9.53462,77.0666,30.4084,2010-08-22,00:00:00,2010,8
Tribune,http://tribune.com.pk/story/1144415/casualties-heavy-rain-claims-three-lives-khyber-pakhtunkhwa/,100km,landslide,downpour,medium,above_road,0.0,0.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Chitral,18.23739,71.7675,35.6825,2016-07-19,00:00:00,2016,7
mrnewsbreaker,http://www.mrnewsbreaker.com/monsoon-rain-in-gilgit-baltistan-causes-landslides-kkh-closure-and-casualies/,5km,landslide,downpour,medium,unknown,0.0,,,Pakistan,Gilgit-Baltistan,0.0,Īdgāh,1.41352,74.8683,35.3526,2010-07-29,00:00:00,2010,7
Daily Times of Pakistan,http://www.dailytimes.com.pk/default.asp?page=2007/01/06/story_6-1-2007_pg7_5,50km,landslide,rain,medium,unknown,13.0,,,Pakistan,Azad Kashmir,0.0,Palandri,19.21263,73.7062,33.5452,2007-01-05,00:00:00,2007,1
Tribune India.com,http://www.tribuneindia.com/2007/20070313/j&k.htm#2,50km,landslide,rain,medium,unknown,2.0,,,India,Kashmir,975857.0,Srinagar,10.00335,74.9112,34.0935,2007-03-12,00:00:00,2007,3
Aaj News,http://www.aaj.tv/2015/07/landslide-at-kkh-blocks-only-land-route-to-china/,25km,landslide,continuous_rain,medium,above_road,0.0,0.0,,China,Xinjiang Uygur Zizhiqu,2005.0,Barishāl,90.35767,75.4377,36.8532,2015-07-27,00:00:00,2015,7
greaterkashmir,http://www.greaterkashmir.com/news/2012/Sep/18/highway-closed-due-to-landslide-43.asp,unknown,landslide,downpour,medium,unknown,,,,India,Kashmir,6807.0,Awantīpur,7.08699,74.9597,33.9639,2012-09-17,00:00:00,2012,9
travel.aol.co.uk,http://travel.aol.co.uk/2013/10/15/british-pensioner-killed-landslide-climbing-mountain-himalayas/,5km,landslide,downpour,medium,unknown,3.0,,,India,Himachal Pradesh,8341.0,Manāli,14.72369,77.0857,32.3665,2013-10-11,15:00:00,2013,10
thaindian,http://www.thaindian.com/newsportal/india-news/landslides-block-srinagar-muzaffarabad-road_100318142.html,25km,landslide,downpour,medium,unknown,9.0,,,Pakistan,Balochistān,733675.0,Quetta,0.65726,67.003,30.2001,2010-02-10,00:00:00,2010,2
thehindu,http://www.thehindu.com/news/states/other-states/article842627.ece,25km,landslide,downpour,medium,unknown,3.0,,,India,Kashmir,6755.0,Uri,2.31826,74.0227,34.0887,2010-10-21,23:00:00,2010,10
business-standard,http://www.business-standard.com/generalnews/news/youth-killed-in-landslide-in-reasi/46141/,1km,landslide,downpour,medium,unknown,1.0,,,India,Kashmir,8101.0,Riāsi,0.21102,74.8333,33.0829,2012-08-20,00:00:00,2012,8
Times of India,http://articles.timesofindia.indiatimes.com/2011-08-08/india/29863818_1_chandigarh-manali-manali-highway-landslides,5km,landslide,continuous_rain,medium,above_road,,,,India,Himachal Pradesh,28217.0,Mandi,0.2763,77.13222306,31.69137979,2011-08-06,22:00:00,2011,8
tribune.com,http://tribune.com.pk/story/14328/another-landslide-plunges-attabad-lake-to-danger-zone/,1km,landslide,downpour,medium,unknown,0.0,,,Pakistan,Gilgit-Baltistan,2005.0,Barishāl,12.89838,74.8219,36.3085,2010-05-15,00:00:00,2010,5
himvani,http://www.himvani.com/news/2010/07/07/himachal-rivers-in-spate-nh-21-and-manali-keylong-road-blocked/5858/,5km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,173503.0,Shimla,1.26428,77.1793,31.1011,2010-07-07,00:00:00,2010,7
Reuters,http://www.reuters.com/article/2015/10/26/pakistan-landslides-idUSL3N12Q29720151026,unknown,landslide,downpour,medium,above_road,0.0,0.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Athmuqam,43.19851,73.5651,34.8482,2015-10-26,00:00:00,2015,10
Business Recorder,http://www.brecorder.com/general-news/172/1214447/,50km,landslide,downpour,medium,unknown,3.0,2.0,,Pakistan,Azad Kashmir,640000.0,Kotli,5.89576,73.8859,33.4702,2014-08-17,00:00:00,2014,8
Greater Kashmir Srinagar,http://www.greaterkashmir.com/news/2014/Mar/19/incessant-rains-inundate-kashmir-67.asp#http://www.greaterkashmir.com/news/2014/Mar/19/incessant-rains-inundate-kashmir-67.asp,25km,landslide,downpour,medium,unknown,0.0,0.0,,Pakistan,Azad Kashmir,0.0,Athmuqam,11.89508,73.961,34.6651,2014-03-18,00:00:00,2014,3
ptinews,http://www.ptinews.com/news/693640_BSF-headconstable-injured-in-landslide-in-Kashmir,25km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,6755.0,Uri,2.07058,74.0256,34.0901,2010-06-05,00:00:00,2010,6
dailyindia,http://www.dailyindia.com/show/230211.php/J-and-K-Highway-blocked-due-to-landslides,50km,landslide,rain,medium,unknown,,,,India,Kashmir,6807.0,Awantīpur,2.18023,74.9985,33.9337,2008-04-05,00:00:00,2008,4
dailytimes,http://www.dailytimes.com.pk/default.asp?page=2012%5C02%5C22%5Cstory_22-2-2012_pg12_10,5km,landslide,unknown,medium,unknown,0.0,,,Pakistan,Sindh,11624219.0,Karachi,6.64897,67.0317,24.9441,2012-02-21,08:00:00,2012,2
regionaltimes,http://www.regionaltimes.com/16apr2010/heartlandnews/mother.htm,unknown,landslide,rain,medium,unknown,2.0,,,Pakistan,Sindh,31630.0,Sakrand,10.21869,68.2767,26.0462,2010-04-15,00:00:00,2010,4
economictimes.indiatimes,http://economictimes.indiatimes.com/News/Leh-toll-145-cloudburst-in-Kargil-town/articleshow/6282200.cms,5km,mudslide,downpour,very_large,unknown,0.0,,,India,Kashmir,37475.0,Leh,5.95852,77.5874,34.1114,2010-08-06,00:30:00,2010,8
NDTV,http://www.ndtv.com/article/india/jammu-srinagar-highway-closed-after-snowfall-landslides-493755#http://www.ndtv.com/article/india/jammu-srinagar-highway-closed-after-snowfall-landslides-493755,5km,landslide,snowfall_snowmelt,medium,above_road,0.0,0.0,,India,Kashmir,7317.0,Rāmban,0.70312,75.2439,33.2359,2014-03-10,00:00:00,2014,3
Business Standard,http://www.business-standard.com/article/news-ani/school-building-damaged-due-to-landslide-in-jammu-114092600687_1.html,unknown,landslide,continuous_rain,medium,unknown,0.0,0.0,,India,Kashmir,3952.0,Jauriān,24.11943,74.4889,33.0365,2014-09-26,00:00:00,2014,9
"The Nation, The News",,5km,landslide,downpour,medium,natural_slope,5.0,0.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Chitral,31.00425,71.7986,35.567,2015-05-17,00:00:00,2015,5
indolink,http://www.indolink.com/displayArticleS.php?id=071710064623,50km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,21787.0,Pāonta Sāhib,23.21927,77.5435,30.6358,2010-07-17,00:00:00,2010,7
The Express Tribune,http://tribune.com.pk/story/1037740/a-systemic-flaw-boy-dies-in-landslide-as-rains-snow-wreak-havoc/,1km,landslide,snowfall_snowmelt,small,natural_slope,1.0,1.0,,Pakistan,Khyber Pakhtunkhwa,29869.0,Upper Dir,12.68215,71.9975,35.2646,2016-02-01,00:00:00,2016,2
business-standard,http://www.business-standard.com/generalnews/news/heavy-rains-lash-some-partshp-triggering-landslides/47847/,5km,landslide,downpour,medium,unknown,,,,India,Himachal Pradesh,2865.0,Rājgarh,12.48798,77.2847,30.7395,2012-08-24,00:00:00,2012,8
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-02-17/india/31071026_1_night-temperature-cold-conditions-three-degree,10km,landslide,downpour,medium,unknown,2.0,,,India,Himachal Pradesh,21502.0,Chamba,1.20636,76.1201,32.5655,2012-02-16,00:00:00,2012,2
Rising Kashmir,http://www.risingkashmir.com/2-killed-in-landslide-on-jammu-srinagar-highway/,50km,landslide,unknown,medium,above_road,2.0,2.0,,India,Kashmir,3278.0,Banihāl,13.4555,75.1922,33.3376,2015-02-26,00:00:00,2015,2
Frontier Post,http://www.thefrontierpost.com/article/327075//,50km,landslide,mining,medium,unknown,1.0,2.0,,Pakistan,Punjab,27893.0,Jhawāriān,10.15064,72.7253,32.3898,2015-08-16,00:00:00,2015,8
India Today,http://indiatoday.intoday.in/story/srinagar-muzaffarabad-road-laghama-landslide-uri-sector-pok-border-roads-organisation-bro/1/351155.html#http://indiatoday.intoday.in/story/srinagar-muzaffarabad-road-laghama-landslide-uri-sector-pok-border-roads,25km,landslide,continuous_rain,large,above_road,0.0,0.0,,India,Kashmir,6755.0,Uri,0.93505,74.056,34.0823,2014-03-11,00:00:00,2014,3
www.business-standard.com,http://www.business-standard.com/article/pti-stories/heavy-rains-trigger-cloudburst-landslides-in-hp-113061200940_1.html,1km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,19540.0,Dharmsāla,4.97778,76.2833,32.2108,2013-06-12,00:00:00,2013,6
Kashmir Images,http://www.dailykashmirimages.com/news-fresh-landslide-at-zojila-snaps-srinagar-ladakh-road-link-79989.aspx,1km,landslide,rain,small,above_road,0.0,0.0,,India,Kashmir,7750.0,Pahalgām,29.70137,75.4446,34.2607,2015-05-30,00:00:00,2015,5
www.hindustantimes.com,http://www.hindustantimes.com/India-news/HimachalPradesh/Landslides-bring-traffic-to-halt-in-Sirmaur/Article1-1077377.aspx,25km,landslide,rain,medium,unknown,0.0,,,India,Himachal Pradesh,27544.0,Nāhan,13.82422,77.3544,30.6738,2013-06-16,00:00:00,2013,6
Himalayan Times,http://ibnlive.in.com/generalnewsfeed/news/landslides-block-roads-in-kathua/803150.html,50km,landslide,downpour,medium,above_road,0.0,0.0,,India,Kashmir,7601.0,Dalhousie,9.76735,75.8466,32.5764,2011-08-27,00:00:00,2011,8
alertnet,http://www.alertnet.org/thenews/fromthefield/222031/128136284695.htm,5km,landslide,downpour,large,unknown,0.0,,,India,Kashmir,37475.0,Leh,28.41985,77.3265,34.3061,2010-08-06,00:30:00,2010,8
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-07-07/india/32576835_1_water-logging-nullahs-dirty-water,5km,landslide,downpour,medium,unknown,,,,India,Himachal Pradesh,173503.0,Shimla,4.04992,77.209,31.1066,2012-07-05,00:00:00,2012,7
kashmirobserver,http://www.kashmirobserver.net/index.php?option=com_content&view=article&id=4240:highway-closed-for-4th-day&catid=3:regional-news&Itemid=4,25km,landslide,downpour,medium,unknown,,,,India,Kashmir,20553.0,Kishtwār,17.36463,75.8011,33.1595,2010-02-06,00:00:00,2010,2
Hindustan Times,http://www.hindustantimes.com/Bus-service-between-Pok-and-JK-suspended/Article1-579372.aspx,10km,landslide,downpour,medium,above_road,,,,Pakistan,Azad Kashmir,725000.0,Muzaffarābād,26.80117,73.87646407,34.11901266,2010-07-29,00:00:00,2010,7
Kashmir Images,http://dailykashmirimages.com/Details/113156/landslides-blocks-jammu-srinagar-highway-for-3-hours,1km,landslide,downpour,medium,above_road,0.0,0.0,,India,Kashmir,80447.0,Udhampur,8.8353,75.1892,32.99,2016-06-21,00:00:00,2016,6
english.aljazeera,http://english.aljazeera.net/news/asia/2010/08/2010893572554270.html,unknown,landslide,rain,medium,unknown,,,,Pakistan,Khyber Pakhtunkhwa,29331.0,Tāl,32.90326,72.4258,35.2227,2010-08-08,00:00:00,2010,8
Daily News and Analysis,http://www.dnaindia.com/india/report_j-and-k-highway-closed-for-traffic-due-to-landslide_1521969,25km,landslide,downpour,medium,above_road,,,,India,Kashmir,3278.0,Banihāl,5.78589,75.1916877,33.3390327,2011-03-19,00:00:00,2011,3
sindhtoday,http://www.sindhtoday.net/south-asia/10242.htm,25km,landslide,rain,medium,unknown,,,,India,Himachal Pradesh,2467.0,Jutogh,4.18733,77.09,31.13,2008-08-08,00:00:00,2008,8
Dawn,http://www.dawn.com/news/1133169/mudslide-kills-four-women-injures-five-in-oghi,25km,mudslide,mining,small,unknown,4.0,5.0,,Pakistan,Khyber Pakhtunkhwa,14047.0,Baffa,16.56025,73.0549,34.4989,2014-09-19,00:00:00,2014,9
Pamir Times,http://pamirtimes.net/2015/10/26/earthquake-aftermath-8-killed-20-plus-injured-in-gilgit-baltistan/,unknown,landslide,earthquake,medium,above_road,0.0,0.0,,Pakistan,Gilgit-Baltistan,0.0,Īdgāh,1.94952,74.8686,35.359,2015-10-26,00:00:00,2015,10
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/rains-cause-dip-in-mercury-across-north-india/727201.html,5km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,8341.0,Manāli,14.28688,77.2466,32.3709,2011-06-14,00:00:00,2011,6
greaterkashmir,http://www.greaterkashmir.com/news/2010/Oct/23/landslide-kills-woman-lightning-hits-girl-36.asp,5km,landslide,downpour,medium,unknown,1.0,,,India,Kashmir,9106.0,Katra,2.23114,74.9397,33.0107,2010-10-22,00:00:00,2010,10
english.ntdtv,http://english.ntdtv.com/ntdtv_en/ns_asia/2010-08-12/782930229019.html,10km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,19831.0,Kulu,0.18345,77.1104,31.958,2010-08-11,05:00:00,2010,8
tribune.com.pk,http://tribune.com.pk/story/554726/weather-shifts-rain-landslides-cause-casualties-in-k-p-and-fata/,unknown,landslide,rain,medium,unknown,,,,Pakistan,Gilgit-Baltistan,10414.0,Gilgit,19.14549,74.5101,35.8562,2013-05-26,00:00:00,2013,5
tribune.com.pk,http://tribune.com.pk/story/586129/unprepared-for-the-expected-landslides-block-karakoram-highway/,unknown,landslide,monsoon,medium,unknown,,,,Pakistan,Gilgit-Baltistan,0.0,Īdgāh,35.1654,74.5049,35.4781,2013-08-03,09:00:00,2013,8
news.xinhuanet,http://news.xinhuanet.com/english2010/world/2010-06/05/c_13334114.htm,10km,landslide,rain,medium,unknown,0.0,,,Pakistan,Gilgit-Baltistan,2005.0,Barishāl,2.49997,74.6511,36.3128,2010-06-04,00:00:00,2010,6
himvani,http://www.himvani.com/news/2011/07/25/manali-leh-road-closed-after-landslides/16116,10km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,2000.0,Nagar,5.84448,77.187,32.1896,2011-07-25,08:00:00,2011,7
tribune.com,http://tribune.com.pk/story/151576/mercury-dropping-rain-causes-landslides-in-azad-kashmir-g-b/,unknown,complex,downpour,medium,unknown,0.0,,,Pakistan,Gilgit-Baltistan,0.0,Īdgāh,35.48545,74.9448,35.6562,2011-04-17,00:00:00,2011,4
pakobserver.net,http://pakobserver.net/detailnews.asp?id=74968,10km,mudslide,downpour,medium,unknown,0.0,,,Pakistan,Khyber Pakhtunkhwa,14047.0,Baffa,31.18402,73.4374,34.6534,2011-02-06,00:00:00,2011,2
kashmirlive,http://www.kashmirlive.com/story/Pilgrim-injured-in-landslide-near-Vaishnodevi-shrine/563159.html,5km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,9106.0,Katra,4.42216,74.9489,33.0289,2010-01-03,02:00:00,2010,1
